"Kod";"Nazwa";"restauracje;2005;[ob.]";"restauracje;2006;[ob.]";"restauracje;2007;[ob.]";"restauracje;2008;[ob.]";"restauracje;2009;[ob.]";"restauracje;2010;[ob.]";"restauracje;2011;[ob.]";"restauracje;2012;[ob.]";"restauracje;2013;[ob.]";"restauracje;2014;[ob.]";"restauracje;2015;[ob.]";"restauracje;2016;[ob.]";"restauracje;2017;[ob.]";"restauracje;2018;[ob.]";"restauracje;2019;[ob.]";"restauracje;2020;[ob.]";"restauracje;2021;[ob.]";"restauracje;2022;[ob.]";"restauracje;2023;[ob.]";"restauracje;2024;[ob.]";"bary;2005;[ob.]";"bary;2006;[ob.]";"bary;2007;[ob.]";"bary;2008;[ob.]";"bary;2009;[ob.]";"bary;2010;[ob.]";"bary;2011;[ob.]";"bary;2012;[ob.]";"bary;2013;[ob.]";"bary;2014;[ob.]";"bary;2015;[ob.]";"bary;2016;[ob.]";"bary;2017;[ob.]";"bary;2018;[ob.]";"bary;2019;[ob.]";"bary;2020;[ob.]";"bary;2021;[ob.]";"bary;2022;[ob.]";"bary;2023;[ob.]";"bary;2024;[ob.]";"stołówki;2005;[ob.]";"stołówki;2006;[ob.]";"stołówki;2007;[ob.]";"stołówki;2008;[ob.]";"stołówki;2009;[ob.]";"stołówki;2010;[ob.]";"stołówki;2011;[ob.]";"stołówki;2012;[ob.]";"stołówki;2013;[ob.]";"stołówki;2014;[ob.]";"stołówki;2015;[ob.]";"stołówki;2016;[ob.]";"stołówki;2017;[ob.]";"stołówki;2018;[ob.]";"stołówki;2019;[ob.]";"stołówki;2020;[ob.]";"stołówki;2021;[ob.]";"stołówki;2022;[ob.]";"stołówki;2023;[ob.]";"stołówki;2024;[ob.]";"punkty gastronomiczne;2005;[ob.]";"punkty gastronomiczne;2006;[ob.]";"punkty gastronomiczne;2007;[ob.]";"punkty gastronomiczne;2008;[ob.]";"punkty gastronomiczne;2009;[ob.]";"punkty gastronomiczne;2010;[ob.]";"punkty gastronomiczne;2011;[ob.]";"punkty gastronomiczne;2012;[ob.]";"punkty gastronomiczne;2013;[ob.]";"punkty gastronomiczne;2014;[ob.]";"punkty gastronomiczne;2015;[ob.]";"punkty gastronomiczne;2016;[ob.]";"punkty gastronomiczne;2017;[ob.]";"punkty gastronomiczne;2018;[ob.]";"punkty gastronomiczne;2019;[ob.]";"punkty gastronomiczne;2020;[ob.]";"punkty gastronomiczne;2021;[ob.]";"punkty gastronomiczne;2022;[ob.]";"punkty gastronomiczne;2023;[ob.]";"punkty gastronomiczne;2024;[ob.]";
0000000;"POLSKA";3386;3510;3673;4150;4252;4625;4447;4806;5264;5615;5587;5917;5600;5034;5837;4970;5191;5444;5718;;3554;3793;3669;3776;3817;3995;3828;4266;4484;4937;5413;5728;5442;5124;5829;5233;5200;5592;6046;;2640;2471;2460;2077;2028;2088;1898;1982;1880;1839;1863;1889;1812;1744;2011;1542;1711;1772;1809;;2292;2449;2506;3066;3208;3700;3713;4083;4179;4934;5748;6089;6271;5798;6583;6033;6687;7407;8614;;
