"Kod";"Nazwa";"ogółem;1999;[tys. zł]";"ogółem;2000;[tys. zł]";"ogółem;2001;[tys. zł]";"ogółem;2002;[tys. zł]";"ogółem;2003;[tys. zł]";"ogółem;2004;[tys. zł]";"ogółem;2005;[tys. zł]";"ogółem;2006;[tys. zł]";"ogółem;2007;[tys. zł]";"ogółem;2008;[tys. zł]";"ogółem;2009;[tys. zł]";"ogółem;2010;[tys. zł]";"ogółem;2011;[tys. zł]";"ogółem;2012;[tys. zł]";"ogółem;2013;[tys. zł]";"ogółem;2014;[tys. zł]";"ogółem;2015;[tys. zł]";"ogółem;2016;[tys. zł]";"ogółem;2017;[tys. zł]";"ogółem;2018;[tys. zł]";"ogółem;2019;[tys. zł]";"ogółem;2020;[tys. zł]";"ogółem;2021;[tys. zł]";"ogółem;2022;[tys. zł]";"ogółem;2023;[tys. zł]";"ogółem;2024;[tys. zł]";
0000000;"POLSKA";4087276;4905841;4669511;4434489;4694253;5136343;7262600;8156721;9455252;10734791;11961955;12964888;13649265;14719951;15617247,3;17111889,3;19177590,9;22187755,4;24285734,7;26026718,1;30017103,4;19809451,9;27620208,1;39147775,6;47275287,0;;
